contest_code,year,county_code,party,candidate_name
CFO,2018,SAR,REP,Jimmy Patronis
CFO,2018,SEM,DEM,Jeremy Ring
CFO,2018,SEM,REP,Jimmy Patronis
CFO,2018,STJ,DEM,Jeremy Ring
CFO,2018,STJ,REP,Jimmy Patronis
CFO,2018,STL,DEM,Jeremy Ring
CFO,2018,STL,REP,Jimmy Patronis
CFO,2018,SUM,DEM,Jeremy Ring
CFO,2018,SUM,REP,Jimmy Patronis
CFO,2018,SUW,DEM,Jeremy Ring
CFO,2018,SUW,REP,Jimmy Patronis
CFO,2018,TAY,DEM,Jeremy Ring
CFO,2018,TAY,REP,Jimmy Patronis
CFO,2018,UNI,DEM,Jeremy Ring
CFO,2018,UNI,REP,Jimmy Patronis
CFO,2018,VOL,DEM,Jeremy Ring
CFO,2018,VOL,REP,Jimmy Patronis
CFO,2018,WAK,DEM,Jeremy Ring
CFO,2018,WAK,REP,Jimmy Patronis
CFO,2018,WAL,DEM,Jeremy Ring
CFO,2018,WAL,REP,Jimmy Patronis
CFO,2018,WAS,DEM,Jeremy Ring
CFO,2018,WAS,REP,Jimmy Patronis
CFO,2022,ALA,DEM,Adam Hattersley
CFO,2022,ALA,REP,Jimmy Patronis
CFO,2022,BAK,DEM,Adam Hattersley
CFO,2022,BAK,REP,Jimmy Patronis
CFO,2022,BAY,DEM,Adam Hattersley
CFO,2022,BAY,REP,Jimmy Patronis
CFO,2022,BRA,DEM,Adam Hattersley
CFO,2022,BRA,REP,Jimmy Patronis
CFO,2022,BRE,DEM,Adam Hattersley
CFO,2022,BRE,REP,Jimmy Patronis
CFO,2022,BRO,DEM,Adam Hattersley
CFO,2022,BRO,REP,Jimmy Patronis
CFO,2022,CAL,DEM,Adam Hattersley
CFO,2022,CAL,REP,Jimmy Patronis
CFO,2022,CHA,DEM,Adam Hattersley
CFO,2022,CHA,REP,Jimmy Patronis
CFO,2022,CIT,DEM,Adam Hattersley
CFO,2022,CIT,REP,Jimmy Patronis
CFO,2022,CLA,DEM,Adam Hattersley
CFO,2022,CLA,REP,Jimmy Patronis
CFO,2022,CLL,DEM,Adam Hattersley
CFO,2022,CLL,REP,Jimmy Patronis
CFO,2022,CLM,DEM,Adam Hattersley
CFO,2022,CLM,REP,Jimmy Patronis
CFO,2022,DAD,DEM,Adam Hattersley
CFO,2022,DAD,REP,Jimmy Patronis
CFO,2022,DES,DEM,Adam Hattersley
CFO,2022,DES,REP,Jimmy Patronis
CFO,2022,DIX,DEM,Adam Hattersley
CFO,2022,DIX,REP,Jimmy Patronis
CFO,2022,DUV,DEM,Adam Hattersley
CFO,2022,DUV,REP,Jimmy Patronis
CFO,2022,ESC,DEM,Adam Hattersley
CFO,2022,ESC,REP,Jimmy Patronis
CFO,2022,FLA,DEM,Adam Hattersley
CFO,2022,FLA,REP,Jimmy Patronis
CFO,2022,FRA,DEM,Adam Hattersley
CFO,2022,FRA,REP,Jimmy Patronis
CFO,2022,GAD,DEM,Adam Hattersley
CFO,2022,GAD,REP,Jimmy Patronis
CFO,2022,GIL,DEM,Adam Hattersley
CFO,2022,GIL,REP,Jimmy Patronis
CFO,2022,GLA,DEM,Adam Hattersley
CFO,2022,GLA,REP,Jimmy Patronis
CFO,2022,GUL,DEM,Adam Hattersley
CFO,2022,GUL,REP,Jimmy Patronis
CFO,2022,HAM,DEM,Adam Hattersley
CFO,2022,HAM,REP,Jimmy Patronis
CFO,2022,HAR,DEM,Adam Hattersley
CFO,2022,HAR,REP,Jimmy Patronis
CFO,2022,HEN,DEM,Adam Hattersley
CFO,2022,HEN,REP,Jimmy Patronis
CFO,2022,HER,DEM,Adam Hattersley
CFO,2022,HER,REP,Jimmy Patronis
CFO,2022,HIG,DEM,Adam Hattersley
CFO,2022,HIG,REP,Jimmy Patronis
CFO,2022,HIL,DEM,Adam Hattersley
CFO,2022,HIL,REP,Jimmy Patronis
CFO,2022,HOL,DEM,Adam Hattersley
CFO,2022,HOL,REP,Jimmy Patronis
CFO,2022,IND,DEM,Adam Hattersley
CFO,2022,IND,REP,Jimmy Patronis
CFO,2022,JAC,DEM,Adam Hattersley
CFO,2022,JAC,REP,Jimmy Patronis
CFO,2022,JEF,DEM,Adam Hattersley
CFO,2022,JEF,REP,Jimmy Patronis
CFO,2022,LAF,DEM,Adam Hattersley
CFO,2022,LAF,REP,Jimmy Patronis
CFO,2022,LAK,DEM,Adam Hattersley
CFO,2022,LAK,REP,Jimmy Patronis
CFO,2022,LEE,DEM,Adam Hattersley
CFO,2022,LEE,REP,Jimmy Patronis
CFO,2022,LEO,DEM,Adam Hattersley
CFO,2022,LEO,REP,Jimmy Patronis
CFO,2022,LEV,DEM,Adam Hattersley
CFO,2022,LEV,REP,Jimmy Patronis
CFO,2022,LIB,DEM,Adam Hattersley
CFO,2022,LIB,REP,Jimmy Patronis
CFO,2022,MAD,DEM,Adam Hattersley
CFO,2022,MAD,REP,Jimmy Patronis
CFO,2022,MAN,DEM,Adam Hattersley
CFO,2022,MAN,REP,Jimmy Patronis
CFO,2022,MON,DEM,Adam Hattersley
CFO,2022,MON,REP,Jimmy Patronis
CFO,2022,MRN,DEM,Adam Hattersley
CFO,2022,MRN,REP,Jimmy Patronis
CFO,2022,MRT,DEM,Adam Hattersley
CFO,2022,MRT,REP,Jimmy Patronis
CFO,2022,NAS,DEM,Adam Hattersley
CFO,2022,NAS,REP,Jimmy Patronis
CFO,2022,OKA,DEM,Adam Hattersley
CFO,2022,OKA,REP,Jimmy Patronis
CFO,2022,OKE,DEM,Adam Hattersley
CFO,2022,OKE,REP,Jimmy Patronis
CFO,2022,ORA,DEM,Adam Hattersley
CFO,2022,ORA,REP,Jimmy Patronis
CFO,2022,OSC,DEM,Adam Hattersley
CFO,2022,OSC,REP,Jimmy Patronis
CFO,2022,PAL,DEM,Adam Hattersley
CFO,2022,PAL,REP,Jimmy Patronis
CFO,2022,PAS,DEM,Adam Hattersley
CFO,2022,PAS,REP,Jimmy Patronis
CFO,2022,PIN,DEM,Adam Hattersley
CFO,2022,PIN,REP,Jimmy Patronis
CFO,2022,POL,DEM,Adam Hattersley
CFO,2022,POL,REP,Jimmy Patronis
CFO,2022,PUT,DEM,Adam Hattersley
CFO,2022,PUT,REP,Jimmy Patronis
CFO,2022,SAN,DEM,Adam Hattersley
CFO,2022,SAN,REP,Jimmy Patronis
CFO,2022,SAR,DEM,Adam Hattersley
CFO,2022,SAR,REP,Jimmy Patronis
CFO,2022,SEM,DEM,Adam Hattersley
CFO,2022,SEM,REP,Jimmy Patronis
CFO,2022,STJ,DEM,Adam Hattersley
CFO,2022,STJ,REP,Jimmy Patronis
CFO,2022,STL,DEM,Adam Hattersley
CFO,2022,STL,REP,Jimmy Patronis
CFO,2022,SUM,DEM,Adam Hattersley
CFO,2022,SUM,REP,Jimmy Patronis
CFO,2022,SUW,DEM,Adam Hattersley
CFO,2022,SUW,REP,Jimmy Patronis
CFO,2022,TAY,DEM,Adam Hattersley
CFO,2022,TAY,REP,Jimmy Patronis
CFO,2022,UNI,DEM,Adam Hattersley
CFO,2022,UNI,REP,Jimmy Patronis
CFO,2022,VOL,DEM,Adam Hattersley
CFO,2022,VOL,REP,Jimmy Patronis
CFO,2022,WAK,DEM,Adam Hattersley
CFO,2022,WAK,REP,Jimmy Patronis
CFO,2022,WAL,DEM,Adam Hattersley
CFO,2022,WAL,REP,Jimmy Patronis
CFO,2022,WAS,DEM,Adam Hattersley
CFO,2022,WAS,REP,Jimmy Patronis
GOV,2010,ALA,DEM,Sink Smith
GOV,2010,ALA,REP,Scott Carroll
GOV,2010,BAK,DEM,Sink Smith
GOV,2010,BAK,REP,Scott Carroll
GOV,2010,BAY,DEM,Sink Smith
GOV,2010,BAY,REP,Scott Carroll
GOV,2010,BRA,DEM,Sink Smith
GOV,2010,BRA,REP,Scott Carroll
GOV,2010,BRE,DEM,Sink Smith
GOV,2010,BRE,REP,Scott Carroll
GOV,2010,BRO,DEM,Sink Smith
GOV,2010,BRO,REP,Scott Carroll
GOV,2010,CAL,DEM,Sink Smith
GOV,2010,CAL,REP,Scott Carroll
GOV,2010,CHA,DEM,Sink Smith
GOV,2010,CHA,REP,Scott Carroll
GOV,2010,CIT,DEM,Sink Smith
GOV,2010,CIT,REP,Scott Carroll
GOV,2010,CLA,DEM,Sink Smith
GOV,2010,CLA,REP,Scott Carroll
GOV,2010,CLL,DEM,Sink Smith
GOV,2010,CLL,REP,Scott Carroll
GOV,2010,CLM,DEM,Sink Smith
GOV,2010,CLM,REP,Scott Carroll
GOV,2010,DAD,DEM,Sink Smith
GOV,2010,DAD,REP,Scott Carroll
GOV,2010,DES,DEM,Sink Smith
GOV,2010,DES,REP,Scott Carroll
GOV,2010,DIX,DEM,Sink Smith
GOV,2010,DIX,REP,Scott Carroll
GOV,2010,DUV,DEM,Sink Smith
GOV,2010,DUV,REP,Scott Carroll
GOV,2010,ESC,DEM,Sink Smith
GOV,2010,ESC,REP,Scott Carroll
GOV,2010,FLA,DEM,Sink Smith
GOV,2010,FLA,REP,Scott Carroll
GOV,2010,FRA,DEM,Sink Smith
GOV,2010,FRA,REP,Scott Carroll
GOV,2010,GAD,DEM,Sink Smith
GOV,2010,GAD,REP,Scott Carroll
GOV,2010,GIL,DEM,Sink Smith
GOV,2010,GIL,REP,Scott Carroll
GOV,2010,GLA,DEM,Sink Smith
GOV,2010,GLA,REP,Scott Carroll
GOV,2010,GUL,DEM,Sink Smith
GOV,2010,GUL,REP,Scott Carroll
GOV,2010,HAM,DEM,Sink Smith
GOV,2010,HAM,REP,Scott Carroll
GOV,2010,HAR,DEM,Sink Smith
GOV,2010,HAR,REP,Scott Carroll
GOV,2010,HEN,DEM,Sink Smith
GOV,2010,HEN,REP,Scott Carroll
GOV,2010,HER,DEM,Sink Smith
GOV,2010,HER,REP,Scott Carroll
GOV,2010,HIG,DEM,Sink Smith
GOV,2010,HIG,REP,Scott Carroll
GOV,2010,HIL,DEM,Sink Smith
GOV,2010,HIL,REP,Scott Carroll
GOV,2010,HOL,DEM,Sink Smith
GOV,2010,HOL,REP,Scott Carroll
GOV,2010,IND,DEM,Sink Smith
GOV,2010,IND,REP,Scott Carroll
GOV,2010,JAC,DEM,Sink Smith
GOV,2010,JAC,REP,Scott Carroll
GOV,2010,JEF,DEM,Sink Smith
GOV,2010,JEF,REP,Scott Carroll
GOV,2010,LAF,DEM,Sink Smith
GOV,2010,LAF,REP,Scott Carroll
GOV,2010,LAK,DEM,Sink Smith
GOV,2010,LAK,REP,Scott Carroll
GOV,2010,LEE,DEM,Sink Smith
GOV,2010,LEE,REP,Scott Carroll
GOV,2010,LEO,DEM,Sink Smith
GOV,2010,LEO,REP,Scott Carroll
GOV,2010,LEV,DEM,Sink Smith
GOV,2010,LEV,REP,Scott Carroll
GOV,2010,LIB,DEM,Sink Smith
GOV,2010,LIB,REP,Scott Carroll
GOV,2010,MAD,DEM,Sink Smith
GOV,2010,MAD,REP,Scott Carroll
GOV,2010,MAN,DEM,Sink Smith
GOV,2010,MAN,REP,Scott Carroll
GOV,2010,MON,DEM,Sink Smith
GOV,2010,MON,REP,Scott Carroll
GOV,2010,MRN,DEM,Sink Smith
GOV,2010,MRN,REP,Scott Carroll
GOV,2010,MRT,DEM,Sink Smith
GOV,2010,MRT,REP,Scott Carroll
GOV,2010,NAS,DEM,Sink Smith
GOV,2010,NAS,REP,Scott Carroll
GOV,2010,OKA,DEM,Sink Smith
GOV,2010,OKA,REP,Scott Carroll
GOV,2010,OKE,DEM,Sink Smith
GOV,2010,OKE,REP,Scott Carroll
GOV,2010,ORA,DEM,Sink Smith
GOV,2010,ORA,REP,Scott Carroll
GOV,2010,OSC,DEM,Sink Smith
GOV,2010,OSC,REP,Scott Carroll
GOV,2010,PAL,DEM,Sink Smith
GOV,2010,PAL,REP,Scott Carroll
GOV,2010,PAS,DEM,Sink Smith
GOV,2010,PAS,REP,Scott Carroll
GOV,2010,PIN,DEM,Sink Smith
GOV,2010,PIN,REP,Scott Carroll
GOV,2010,POL,DEM,Sink Smith
GOV,2010,POL,REP,Scott Carroll
GOV,2010,PUT,DEM,Sink Smith
GOV,2010,PUT,REP,Scott Carroll
GOV,2010,SAN,DEM,Sink Smith
GOV,2010,SAN,REP,Scott Carroll
GOV,2010,SAR,DEM,Sink Smith
GOV,2010,SAR,REP,Scott Carroll
GOV,2010,SEM,DEM,Sink Smith
GOV,2010,SEM,REP,Scott Carroll
GOV,2010,STJ,DEM,Sink Smith
GOV,2010,STJ,REP,Scott Carroll
GOV,2010,STL,DEM,Sink Smith
GOV,2010,STL,REP,Scott Carroll
GOV,2010,SUM,DEM,Sink Smith
GOV,2010,SUM,REP,Scott Carroll
GOV,2010,SUW,DEM,Sink Smith
GOV,2010,SUW,REP,Scott Carroll
GOV,2010,TAY,DEM,Sink Smith
GOV,2010,TAY,REP,Scott Carroll
GOV,2010,UNI,DEM,Sink Smith
GOV,2010,UNI,REP,Scott Carroll
GOV,2010,VOL,DEM,Sink Smith
GOV,2010,VOL,REP,Scott Carroll
GOV,2010,WAK,DEM,Sink Smith
GOV,2010,WAK,REP,Scott Carroll
GOV,2010,WAL,DEM,Sink Smith
GOV,2010,WAL,REP,Scott Carroll
GOV,2010,WAS,DEM,Sink Smith
GOV,2010,WAS,REP,Scott Carroll
GOV,2014,ALA,DEM,Charlie Crist
GOV,2014,ALA,REP,Rick Scott
GOV,2014,BAK,DEM,Charlie Crist
GOV,2014,BAK,REP,Rick Scott
GOV,2014,BAY,DEM,Charlie Crist
GOV,2014,BAY,REP,Rick Scott
GOV,2014,BRA,DEM,Charlie Crist
GOV,2014,BRA,REP,Rick Scott
GOV,2014,BRE,DEM,Charlie Crist
GOV,2014,BRE,REP,Rick Scott
GOV,2014,BRO,DEM,Charlie Crist
GOV,2014,BRO,REP,Rick Scott
GOV,2014,CAL,DEM,Charlie Crist
GOV,2014,CAL,REP,Rick Scott
GOV,2014,CHA,DEM,Charlie Crist
GOV,2014,CHA,REP,Rick Scott
GOV,2014,CIT,DEM,Charlie Crist
GOV,2014,CIT,REP,Rick Scott
GOV,2014,CLA,DEM,Charlie Crist
GOV,2014,CLA,REP,Rick Scott
GOV,2014,CLL,DEM,Charlie Crist
GOV,2014,CLL,REP,Rick Scott
GOV,2014,CLM,DEM,Charlie Crist
GOV,2014,CLM,REP,Rick Scott
GOV,2014,DAD,DEM,Charlie Crist
GOV,2014,DAD,REP,Rick Scott
GOV,2014,DES,DEM,Charlie Crist
GOV,2014,DES,REP,Rick Scott
GOV,2014,DIX,DEM,Charlie Crist
GOV,2014,DIX,REP,Rick Scott
GOV,2014,DUV,DEM,Charlie Crist
GOV,2014,DUV,REP,Rick Scott
GOV,2014,ESC,DEM,Charlie Crist
GOV,2014,ESC,REP,Rick Scott
GOV,2014,FLA,DEM,Charlie Crist
GOV,2014,FLA,REP,Rick Scott
GOV,2014,FRA,DEM,Charlie Crist
GOV,2014,FRA,REP,Rick Scott
GOV,2014,GAD,DEM,Charlie Crist
GOV,2014,GAD,REP,Rick Scott
GOV,2014,GIL,DEM,Charlie Crist
GOV,2014,GIL,REP,Rick Scott
GOV,2014,GLA,DEM,Charlie Crist
GOV,2014,GLA,REP,Rick Scott
GOV,2014,GUL,DEM,Charlie Crist
GOV,2014,GUL,REP,Rick Scott
GOV,2014,HAM,DEM,Charlie Crist
GOV,2014,HAM,REP,Rick Scott
GOV,2014,HAR,DEM,Charlie Crist
GOV,2014,HAR,REP,Rick Scott
GOV,2014,HEN,DEM,Charlie Crist
GOV,2014,HEN,REP,Rick Scott
GOV,2014,HER,DEM,Charlie Crist
GOV,2014,HER,REP,Rick Scott
GOV,2014,HIG,DEM,Charlie Crist
GOV,2014,HIG,REP,Rick Scott
GOV,2014,HIL,DEM,Charlie Crist
GOV,2014,HIL,REP,Rick Scott
GOV,2014,HOL,DEM,Charlie Crist
GOV,2014,HOL,REP,Rick Scott
GOV,2014,IND,DEM,Charlie Crist
GOV,2014,IND,REP,Rick Scott
GOV,2014,JAC,DEM,Charlie Crist
GOV,2014,JAC,REP,Rick Scott
GOV,2014,JEF,DEM,Charlie Crist
GOV,2014,JEF,REP,Rick Scott
GOV,2014,LAF,DEM,Charlie Crist
GOV,2014,LAF,REP,Rick Scott
GOV,2014,LAK,DEM,Charlie Crist
GOV,2014,LAK,REP,Rick Scott
GOV,2014,LEE,DEM,Charlie Crist
GOV,2014,LEE,REP,Rick Scott
GOV,2014,LEO,DEM,Charlie Crist
GOV,2014,LEO,REP,Rick Scott
GOV,2014,LEV,DEM,Charlie Crist
GOV,2014,LEV,REP,Rick Scott
GOV,2014,LIB,DEM,Charlie Crist
GOV,2014,LIB,REP,Rick Scott
GOV,2014,MAD,DEM,Charlie Crist
GOV,2014,MAD,REP,Rick Scott
GOV,2014,MAN,DEM,Charlie Crist
GOV,2014,MAN,REP,Rick Scott
GOV,2014,MON,DEM,Charlie Crist
GOV,2014,MON,REP,Rick Scott
GOV,2014,MRN,DEM,Charlie Crist
GOV,2014,MRN,REP,Rick Scott
GOV,2014,MRT,DEM,Charlie Crist
GOV,2014,MRT,REP,Rick Scott
GOV,2014,NAS,DEM,Charlie Crist
GOV,2014,NAS,REP,Rick Scott
GOV,2014,OKA,DEM,Charlie Crist
GOV,2014,OKA,REP,Rick Scott
GOV,2014,OKE,DEM,Charlie Crist
GOV,2014,OKE,REP,Rick Scott
GOV,2014,ORA,DEM,Charlie Crist
GOV,2014,ORA,REP,Rick Scott
GOV,2014,OSC,DEM,Charlie Crist
GOV,2014,OSC,REP,Rick Scott
GOV,2014,PAL,DEM,Charlie Crist
GOV,2014,PAL,REP,Rick Scott
GOV,2014,PAS,DEM,Charlie Crist
GOV,2014,PAS,REP,Rick Scott
GOV,2014,PIN,DEM,Charlie Crist
GOV,2014,PIN,REP,Rick Scott
GOV,2014,POL,DEM,Charlie Crist
GOV,2014,POL,REP,Rick Scott
GOV,2014,PUT,DEM,Charlie Crist
GOV,2014,PUT,REP,Rick Scott
GOV,2014,SAN,DEM,Charlie Crist
GOV,2014,SAN,REP,Rick Scott
GOV,2014,SAR,DEM,Charlie Crist
GOV,2014,SAR,REP,Rick Scott
GOV,2014,SEM,DEM,Charlie Crist
GOV,2014,SEM,REP,Rick Scott
GOV,2014,STJ,DEM,Charlie Crist
GOV,2014,STJ,REP,Rick Scott
GOV,2014,STL,DEM,Charlie Crist
GOV,2014,STL,REP,Rick Scott
GOV,2014,SUM,DEM,Charlie Crist
GOV,2014,SUM,REP,Rick Scott
GOV,2014,SUW,DEM,Charlie Crist
GOV,2014,SUW,REP,Rick Scott
GOV,2014,TAY,DEM,Charlie Crist
GOV,2014,TAY,REP,Rick Scott
GOV,2014,UNI,DEM,Charlie Crist
GOV,2014,UNI,REP,Rick Scott
GOV,2014,VOL,DEM,Charlie Crist
GOV,2014,VOL,REP,Rick Scott
GOV,2014,WAK,DEM,Charlie Crist
GOV,2014,WAK,REP,Rick Scott
GOV,2014,WAL,DEM,Charlie Crist
GOV,2014,WAL,REP,Rick Scott
GOV,2014,WAS,DEM,Charlie Crist
GOV,2014,WAS,REP,Rick Scott
GOV,2018,ALA,DEM,Andrew Gillum
GOV,2018,ALA,REP,Ron DeSantis
GOV,2018,BAK,DEM,Andrew Gillum
GOV,2018,BAK,REP,Ron DeSantis
GOV,2018,BAY,DEM,Andrew Gillum
GOV,2018,BAY,REP,Ron DeSantis
GOV,2018,BRA,DEM,Andrew Gillum
GOV,2018,BRA,REP,Ron DeSantis
GOV,2018,BRE,DEM,Andrew Gillum
GOV,2018,BRE,REP,Ron DeSantis
GOV,2018,BRO,DEM,Andrew Gillum
GOV,2018,BRO,REP,Ron DeSantis
GOV,2018,CAL,DEM,Andrew Gillum
GOV,2018,CAL,REP,Ron DeSantis
GOV,2018,CHA,DEM,Andrew Gillum
GOV,2018,CHA,REP,Ron DeSantis
GOV,2018,CIT,DEM,Andrew Gillum
GOV,2018,CIT,REP,Ron DeSantis
GOV,2018,CLA,DEM,Andrew Gillum
GOV,2018,CLA,REP,Ron DeSantis
GOV,2018,CLL,DEM,Andrew Gillum
GOV,2018,CLL,REP,Ron DeSantis
GOV,2018,CLM,DEM,Andrew Gillum
GOV,2018,CLM,REP,Ron DeSantis
GOV,2018,DAD,DEM,Andrew Gillum
GOV,2018,DAD,REP,Ron DeSantis
GOV,2018,DES,DEM,Andrew Gillum
GOV,2018,DES,REP,Ron DeSantis
GOV,2018,DIX,DEM,Andrew Gillum
GOV,2018,DIX,REP,Ron DeSantis
GOV,2018,DUV,DEM,Andrew Gillum
GOV,2018,DUV,REP,Ron DeSantis
GOV,2018,ESC,DEM,Andrew Gillum
GOV,2018,ESC,REP,Ron DeSantis
GOV,2018,FLA,DEM,Andrew Gillum
GOV,2018,FLA,REP,Ron DeSantis
GOV,2018,FRA,DEM,Andrew Gillum
GOV,2018,FRA,REP,Ron DeSantis
GOV,2018,GAD,DEM,Andrew Gillum
GOV,2018,GAD,REP,Ron DeSantis
GOV,2018,GIL,DEM,Andrew Gillum
GOV,2018,GIL,REP,Ron DeSantis
GOV,2018,GLA,DEM,Andrew Gillum
GOV,2018,GLA,REP,Ron DeSantis
GOV,2018,GUL,DEM,Andrew Gillum
GOV,2018,GUL,REP,Ron DeSantis
GOV,2018,HAM,DEM,Andrew Gillum
GOV,2018,HAM,REP,Ron DeSantis
GOV,2018,HAR,DEM,Andrew Gillum
GOV,2018,HAR,REP,Ron DeSantis
GOV,2018,HEN,DEM,Andrew Gillum
GOV,2018,HEN,REP,Ron DeSantis
GOV,2018,HER,DEM,Andrew Gillum
GOV,2018,HER,REP,Ron DeSantis
GOV,2018,HIG,DEM,Andrew Gillum
GOV,2018,HIG,REP,Ron DeSantis
GOV,2018,HIL,DEM,Andrew Gillum
GOV,2018,HIL,REP,Ron DeSantis
GOV,2018,HOL,DEM,Andrew Gillum
GOV,2018,HOL,REP,Ron DeSantis
GOV,2018,IND,DEM,Andrew Gillum
GOV,2018,IND,REP,Ron DeSantis
GOV,2018,JAC,DEM,Andrew Gillum
GOV,2018,JAC,REP,Ron DeSantis
GOV,2018,JEF,DEM,Andrew Gillum
GOV,2018,JEF,REP,Ron DeSantis
GOV,2018,LAF,DEM,Andrew Gillum
GOV,2018,LAF,REP,Ron DeSantis
GOV,2018,LAK,DEM,Andrew Gillum
GOV,2018,LAK,REP,Ron DeSantis
GOV,2018,LEE,DEM,Andrew Gillum
GOV,2018,LEE,REP,Ron DeSantis
GOV,2018,LEO,DEM,Andrew Gillum
GOV,2018,LEO,REP,Ron DeSantis
GOV,2018,LEV,DEM,Andrew Gillum
GOV,2018,LEV,REP,Ron DeSantis
GOV,2018,LIB,DEM,Andrew Gillum
GOV,2018,LIB,REP,Ron DeSantis
GOV,2018,MAD,DEM,Andrew Gillum
GOV,2018,MAD,REP,Ron DeSantis
GOV,2018,MAN,DEM,Andrew Gillum
GOV,2018,MAN,REP,Ron DeSantis
GOV,2018,MON,DEM,Andrew Gillum
GOV,2018,MON,REP,Ron DeSantis
GOV,2018,MRN,DEM,Andrew Gillum
GOV,2018,MRN,REP,Ron DeSantis
GOV,2018,MRT,DEM,Andrew Gillum
GOV,2018,MRT,REP,Ron DeSantis
GOV,2018,NAS,DEM,Andrew Gillum
GOV,2018,NAS,REP,Ron DeSantis
GOV,2018,OKA,DEM,Andrew Gillum
GOV,2018,OKA,REP,Ron DeSantis
GOV,2018,OKE,DEM,Andrew Gillum
GOV,2018,OKE,REP,Ron DeSantis
GOV,2018,ORA,DEM,Andrew Gillum
GOV,2018,ORA,REP,Ron DeSantis
GOV,2018,OSC,DEM,Andrew Gillum
GOV,2018,OSC,REP,Ron DeSantis
GOV,2018,PAL,DEM,Andrew Gillum
GOV,2018,PAL,REP,Ron DeSantis
GOV,2018,PAS,DEM,Andrew Gillum
GOV,2018,PAS,REP,Ron DeSantis
GOV,2018,PIN,DEM,Andrew Gillum
GOV,2018,PIN,REP,Ron DeSantis
GOV,2018,POL,DEM,Andrew Gillum
GOV,2018,POL,REP,Ron DeSantis
GOV,2018,PUT,DEM,Andrew Gillum
GOV,2018,PUT,REP,Ron DeSantis
GOV,2018,SAN,DEM,Andrew Gillum
GOV,2018,SAN,REP,Ron DeSantis
GOV,2018,SAR,DEM,Andrew Gillum
GOV,2018,SAR,REP,Ron DeSantis
GOV,2018,SEM,DEM,Andrew Gillum
GOV,2018,SEM,REP,Ron DeSantis
GOV,2018,STJ,DEM,Andrew Gillum
GOV,2018,STJ,REP,Ron DeSantis
GOV,2018,STL,DEM,Andrew Gillum
GOV,2018,STL,REP,Ron DeSantis
GOV,2018,SUM,DEM,Andrew Gillum
GOV,2018,SUM,REP,Ron DeSantis
GOV,2018,SUW,DEM,Andrew Gillum
GOV,2018,SUW,REP,Ron DeSantis
GOV,2018,TAY,DEM,Andrew Gillum
GOV,2018,TAY,REP,Ron DeSantis
GOV,2018,UNI,DEM,Andrew Gillum
GOV,2018,UNI,REP,Ron DeSantis
GOV,2018,VOL,DEM,Andrew Gillum
GOV,2018,VOL,REP,Ron DeSantis
GOV,2018,WAK,DEM,Andrew Gillum
GOV,2018,WAK,REP,Ron DeSantis
GOV,2018,WAL,DEM,Andrew Gillum
GOV,2018,WAL,REP,Ron DeSantis
GOV,2018,WAS,DEM,Andrew Gillum
GOV,2018,WAS,REP,Ron DeSantis
GOV,2022,ALA,DEM,Crist Hernandez
GOV,2022,ALA,REP,DeSantis Nuñez
GOV,2022,BAK,DEM,Crist Hernandez
GOV,2022,BAK,REP,DeSantis Nuñez
GOV,2022,BAY,DEM,Crist Hernandez
GOV,2022,BAY,REP,DeSantis Nuñez
GOV,2022,BRA,DEM,Crist Hernandez
GOV,2022,BRA,REP,DeSantis Nuñez
GOV,2022,BRE,DEM,Crist Hernandez
GOV,2022,BRE,REP,DeSantis Nuñez
GOV,2022,BRO,DEM,Crist Hernandez
GOV,2022,BRO,REP,DeSantis Nuñez
GOV,2022,CAL,DEM,Crist Hernandez
GOV,2022,CAL,REP,DeSantis Nuñez
GOV,2022,CHA,DEM,Crist Hernandez
GOV,2022,CHA,REP,DeSantis Nuñez
GOV,2022,CIT,DEM,Crist Hernandez
GOV,2022,CIT,REP,DeSantis Nuñez
GOV,2022,CLA,DEM,Crist Hernandez
GOV,2022,CLA,REP,DeSantis Nuñez
GOV,2022,CLL,DEM,Crist Hernandez
GOV,2022,CLL,REP,DeSantis Nuñez
GOV,2022,CLM,DEM,Crist Hernandez
GOV,2022,CLM,REP,DeSantis Nuñez
GOV,2022,DAD,DEM,Crist Hernandez
GOV,2022,DAD,REP,DeSantis Nuñez
GOV,2022,DES,DEM,Crist Hernandez
GOV,2022,DES,REP,DeSantis Nuñez
GOV,2022,DIX,DEM,Crist Hernandez
GOV,2022,DIX,REP,DeSantis Nuñez
GOV,2022,DUV,DEM,Crist Hernandez
GOV,2022,DUV,REP,DeSantis Nuñez
GOV,2022,ESC,DEM,Crist Hernandez
GOV,2022,ESC,REP,DeSantis Nuñez
GOV,2022,FLA,DEM,Crist Hernandez
GOV,2022,FLA,REP,DeSantis Nuñez
GOV,2022,FRA,DEM,Crist Hernandez
GOV,2022,FRA,REP,DeSantis Nuñez
GOV,2022,GAD,DEM,Crist Hernandez
GOV,2022,GAD,REP,DeSantis Nuñez
GOV,2022,GIL,DEM,Crist Hernandez
GOV,2022,GIL,REP,DeSantis Nuñez
GOV,2022,GLA,DEM,Crist Hernandez
GOV,2022,GLA,REP,DeSantis Nuñez
GOV,2022,GUL,DEM,Crist Hernandez
GOV,2022,GUL,REP,DeSantis Nuñez
GOV,2022,HAM,DEM,Crist Hernandez
GOV,2022,HAM,REP,DeSantis Nuñez
GOV,2022,HAR,DEM,Crist Hernandez
