contest_code,year,county_code,party,candidate_name
AGR,2014,OKE,DEM,Thaddeus Hamilton
AGR,2014,OKE,REP,Adam Putnam
AGR,2014,ORA,DEM,Thaddeus Hamilton
AGR,2014,ORA,REP,Adam Putnam
AGR,2014,OSC,DEM,Thaddeus Hamilton
AGR,2014,OSC,REP,Adam Putnam
AGR,2014,PAL,DEM,Thaddeus Hamilton
AGR,2014,PAL,REP,Adam Putnam
AGR,2014,PAS,DEM,Thaddeus Hamilton
AGR,2014,PAS,REP,Adam Putnam
AGR,2014,PIN,DEM,Thaddeus Hamilton
AGR,2014,PIN,REP,Adam Putnam
AGR,2014,POL,DEM,Thaddeus Hamilton
AGR,2014,POL,REP,Adam Putnam
AGR,2014,PUT,DEM,Thaddeus Hamilton
AGR,2014,PUT,REP,Adam Putnam
AGR,2014,SAN,DEM,Thaddeus Hamilton
AGR,2014,SAN,REP,Adam Putnam
AGR,2014,SAR,DEM,Thaddeus Hamilton
AGR,2014,SAR,REP,Adam Putnam
AGR,2014,SEM,DEM,Thaddeus Hamilton
AGR,2014,SEM,REP,Adam Putnam
AGR,2014,STJ,DEM,Thaddeus Hamilton
AGR,2014,STJ,REP,Adam Putnam
AGR,2014,STL,DEM,Thaddeus Hamilton
AGR,2014,STL,REP,Adam Putnam
AGR,2014,SUM,DEM,Thaddeus Hamilton
AGR,2014,SUM,REP,Adam Putnam
AGR,2014,SUW,DEM,Thaddeus Hamilton
AGR,2014,SUW,REP,Adam Putnam
AGR,2014,TAY,DEM,Thaddeus Hamilton
AGR,2014,TAY,REP,Adam Putnam
AGR,2014,UNI,DEM,Thaddeus Hamilton
AGR,2014,UNI,REP,Adam Putnam
AGR,2014,VOL,DEM,Thaddeus Hamilton
AGR,2014,VOL,REP,Adam Putnam
AGR,2014,WAK,DEM,Thaddeus Hamilton
AGR,2014,WAK,REP,Adam Putnam
AGR,2014,WAL,DEM,Thaddeus Hamilton
AGR,2014,WAL,REP,Adam Putnam
AGR,2014,WAS,DEM,Thaddeus Hamilton
AGR,2014,WAS,REP,Adam Putnam
AGR,2018,ALA,DEM,Nicole Fried
AGR,2018,ALA,REP,Matt Caldwell
AGR,2018,BAK,DEM,Nicole Fried
AGR,2018,BAK,REP,Matt Caldwell
AGR,2018,BAY,DEM,Nicole Fried
AGR,2018,BAY,REP,Matt Caldwell
AGR,2018,BRA,DEM,Nicole Fried
AGR,2018,BRA,REP,Matt Caldwell
AGR,2018,BRE,DEM,Nicole Fried
AGR,2018,BRE,REP,Matt Caldwell
AGR,2018,BRO,DEM,Nicole Fried
AGR,2018,BRO,REP,Matt Caldwell
AGR,2018,CAL,DEM,Nicole Fried
AGR,2018,CAL,REP,Matt Caldwell
AGR,2018,CHA,DEM,Nicole Fried
AGR,2018,CHA,REP,Matt Caldwell
AGR,2018,CIT,DEM,Nicole Fried
AGR,2018,CIT,REP,Matt Caldwell
AGR,2018,CLA,DEM,Nicole Fried
AGR,2018,CLA,REP,Matt Caldwell
AGR,2018,CLL,DEM,Nicole Fried
AGR,2018,CLL,REP,Matt Caldwell
AGR,2018,CLM,DEM,Nicole Fried
AGR,2018,CLM,REP,Matt Caldwell
AGR,2018,DAD,DEM,Nicole Fried
AGR,2018,DAD,REP,Matt Caldwell
AGR,2018,DES,DEM,Nicole Fried
AGR,2018,DES,REP,Matt Caldwell
AGR,2018,DIX,DEM,Nicole Fried
AGR,2018,DIX,REP,Matt Caldwell
AGR,2018,DUV,DEM,Nicole Fried
AGR,2018,DUV,REP,Matt Caldwell
AGR,2018,ESC,DEM,Nicole Fried
AGR,2018,ESC,REP,Matt Caldwell
AGR,2018,FLA,DEM,Nicole Fried
AGR,2018,FLA,REP,Matt Caldwell
AGR,2018,FRA,DEM,Nicole Fried
AGR,2018,FRA,REP,Matt Caldwell
AGR,2018,GAD,DEM,Nicole Fried
AGR,2018,GAD,REP,Matt Caldwell
AGR,2018,GIL,DEM,Nicole Fried
AGR,2018,GIL,REP,Matt Caldwell
AGR,2018,GLA,DEM,Nicole Fried
AGR,2018,GLA,REP,Matt Caldwell
AGR,2018,GUL,DEM,Nicole Fried
AGR,2018,GUL,REP,Matt Caldwell
AGR,2018,HAM,DEM,Nicole Fried
AGR,2018,HAM,REP,Matt Caldwell
AGR,2018,HAR,DEM,Nicole Fried
AGR,2018,HAR,REP,Matt Caldwell
AGR,2018,HEN,DEM,Nicole Fried
AGR,2018,HEN,REP,Matt Caldwell
AGR,2018,HER,DEM,Nicole Fried
AGR,2018,HER,REP,Matt Caldwell
AGR,2018,HIG,DEM,Nicole Fried
AGR,2018,HIG,REP,Matt Caldwell
AGR,2018,HIL,DEM,Nicole Fried
AGR,2018,HIL,REP,Matt Caldwell
AGR,2018,HOL,DEM,Nicole Fried
AGR,2018,HOL,REP,Matt Caldwell
AGR,2018,IND,DEM,Nicole Fried
AGR,2018,IND,REP,Matt Caldwell
AGR,2018,JAC,DEM,Nicole Fried
AGR,2018,JAC,REP,Matt Caldwell
AGR,2018,JEF,DEM,Nicole Fried
AGR,2018,JEF,REP,Matt Caldwell
AGR,2018,LAF,DEM,Nicole Fried
AGR,2018,LAF,REP,Matt Caldwell
AGR,2018,LAK,DEM,Nicole Fried
AGR,2018,LAK,REP,Matt Caldwell
AGR,2018,LEE,DEM,Nicole Fried
AGR,2018,LEE,REP,Matt Caldwell
AGR,2018,LEO,DEM,Nicole Fried
AGR,2018,LEO,REP,Matt Caldwell
AGR,2018,LEV,DEM,Nicole Fried
AGR,2018,LEV,REP,Matt Caldwell
AGR,2018,LIB,DEM,Nicole Fried
AGR,2018,LIB,REP,Matt Caldwell
AGR,2018,MAD,DEM,Nicole Fried
AGR,2018,MAD,REP,Matt Caldwell
AGR,2018,MAN,DEM,Nicole Fried
AGR,2018,MAN,REP,Matt Caldwell
AGR,2018,MON,DEM,Nicole Fried
AGR,2018,MON,REP,Matt Caldwell
AGR,2018,MRN,DEM,Nicole Fried
AGR,2018,MRN,REP,Matt Caldwell
AGR,2018,MRT,DEM,Nicole Fried
AGR,2018,MRT,REP,Matt Caldwell
AGR,2018,NAS,DEM,Nicole Fried
AGR,2018,NAS,REP,Matt Caldwell
AGR,2018,OKA,DEM,Nicole Fried
AGR,2018,OKA,REP,Matt Caldwell
AGR,2018,OKE,DEM,Nicole Fried
AGR,2018,OKE,REP,Matt Caldwell
AGR,2018,ORA,DEM,Nicole Fried
AGR,2018,ORA,REP,Matt Caldwell
AGR,2018,OSC,DEM,Nicole Fried
AGR,2018,OSC,REP,Matt Caldwell
AGR,2018,PAL,DEM,Nicole Fried
AGR,2018,PAL,REP,Matt Caldwell
AGR,2018,PAS,DEM,Nicole Fried
AGR,2018,PAS,REP,Matt Caldwell
AGR,2018,PIN,DEM,Nicole Fried
AGR,2018,PIN,REP,Matt Caldwell
AGR,2018,POL,DEM,Nicole Fried
AGR,2018,POL,REP,Matt Caldwell
AGR,2018,PUT,DEM,Nicole Fried
AGR,2018,PUT,REP,Matt Caldwell
AGR,2018,SAN,DEM,Nicole Fried
AGR,2018,SAN,REP,Matt Caldwell
AGR,2018,SAR,DEM,Nicole Fried
AGR,2018,SAR,REP,Matt Caldwell
AGR,2018,SEM,DEM,Nicole Fried
AGR,2018,SEM,REP,Matt Caldwell
AGR,2018,STJ,DEM,Nicole Fried
AGR,2018,STJ,REP,Matt Caldwell
AGR,2018,STL,DEM,Nicole Fried
AGR,2018,STL,REP,Matt Caldwell
AGR,2018,SUM,DEM,Nicole Fried
AGR,2018,SUM,REP,Matt Caldwell
AGR,2018,SUW,DEM,Nicole Fried
AGR,2018,SUW,REP,Matt Caldwell
AGR,2018,TAY,DEM,Nicole Fried
AGR,2018,TAY,REP,Matt Caldwell
AGR,2018,UNI,DEM,Nicole Fried
AGR,2018,UNI,REP,Matt Caldwell
AGR,2018,VOL,DEM,Nicole Fried
AGR,2018,VOL,REP,Matt Caldwell
AGR,2018,WAK,DEM,Nicole Fried
AGR,2018,WAK,REP,Matt Caldwell
AGR,2018,WAL,DEM,Nicole Fried
AGR,2018,WAL,REP,Matt Caldwell
AGR,2018,WAS,DEM,Nicole Fried
AGR,2018,WAS,REP,Matt Caldwell
AGR,2022,ALA,DEM,Naomi Blemur
AGR,2022,ALA,REP,Wilton Simpson
AGR,2022,BAK,DEM,Naomi Blemur
AGR,2022,BAK,REP,Wilton Simpson
AGR,2022,BAY,DEM,Naomi Blemur
AGR,2022,BAY,REP,Wilton Simpson
AGR,2022,BRA,DEM,Naomi Blemur
AGR,2022,BRA,REP,Wilton Simpson
AGR,2022,BRE,DEM,Naomi Blemur
AGR,2022,BRE,REP,Wilton Simpson
AGR,2022,BRO,DEM,Naomi Blemur
AGR,2022,BRO,REP,Wilton Simpson
AGR,2022,CAL,DEM,Naomi Blemur
AGR,2022,CAL,REP,Wilton Simpson
AGR,2022,CHA,DEM,Naomi Blemur
AGR,2022,CHA,REP,Wilton Simpson
AGR,2022,CIT,DEM,Naomi Blemur
AGR,2022,CIT,REP,Wilton Simpson
AGR,2022,CLA,DEM,Naomi Blemur
AGR,2022,CLA,REP,Wilton Simpson
AGR,2022,CLL,DEM,Naomi Blemur
AGR,2022,CLL,REP,Wilton Simpson
AGR,2022,CLM,DEM,Naomi Blemur
AGR,2022,CLM,REP,Wilton Simpson
AGR,2022,DAD,DEM,Naomi Blemur
AGR,2022,DAD,REP,Wilton Simpson
AGR,2022,DES,DEM,Naomi Blemur
AGR,2022,DES,REP,Wilton Simpson
AGR,2022,DIX,DEM,Naomi Blemur
AGR,2022,DIX,REP,Wilton Simpson
AGR,2022,DUV,DEM,Naomi Blemur
AGR,2022,DUV,REP,Wilton Simpson
AGR,2022,ESC,DEM,Naomi Blemur
AGR,2022,ESC,REP,Wilton Simpson
AGR,2022,FLA,DEM,Naomi Blemur
AGR,2022,FLA,REP,Wilton Simpson
AGR,2022,FRA,DEM,Naomi Blemur
AGR,2022,FRA,REP,Wilton Simpson
AGR,2022,GAD,DEM,Naomi Blemur
AGR,2022,GAD,REP,Wilton Simpson
AGR,2022,GIL,DEM,Naomi Blemur
AGR,2022,GIL,REP,Wilton Simpson
AGR,2022,GLA,DEM,Naomi Blemur
AGR,2022,GLA,REP,Wilton Simpson
AGR,2022,GUL,DEM,Naomi Blemur
AGR,2022,GUL,REP,Wilton Simpson
AGR,2022,HAM,DEM,Naomi Blemur
AGR,2022,HAM,REP,Wilton Simpson
AGR,2022,HAR,DEM,Naomi Blemur
AGR,2022,HAR,REP,Wilton Simpson
AGR,2022,HEN,DEM,Naomi Blemur
AGR,2022,HEN,REP,Wilton Simpson
AGR,2022,HER,DEM,Naomi Blemur
AGR,2022,HER,REP,Wilton Simpson
AGR,2022,HIG,DEM,Naomi Blemur
AGR,2022,HIG,REP,Wilton Simpson
AGR,2022,HIL,DEM,Naomi Blemur
AGR,2022,HIL,REP,Wilton Simpson
AGR,2022,HOL,DEM,Naomi Blemur
AGR,2022,HOL,REP,Wilton Simpson
AGR,2022,IND,DEM,Naomi Blemur
AGR,2022,IND,REP,Wilton Simpson
AGR,2022,JAC,DEM,Naomi Blemur
AGR,2022,JAC,REP,Wilton Simpson
AGR,2022,JEF,DEM,Naomi Blemur
AGR,2022,JEF,REP,Wilton Simpson
AGR,2022,LAF,DEM,Naomi Blemur
AGR,2022,LAF,REP,Wilton Simpson
AGR,2022,LAK,DEM,Naomi Blemur
AGR,2022,LAK,REP,Wilton Simpson
AGR,2022,LEE,DEM,Naomi Blemur
AGR,2022,LEE,REP,Wilton Simpson
AGR,2022,LEO,DEM,Naomi Blemur
AGR,2022,LEO,REP,Wilton Simpson
AGR,2022,LEV,DEM,Naomi Blemur
AGR,2022,LEV,REP,Wilton Simpson
AGR,2022,LIB,DEM,Naomi Blemur
AGR,2022,LIB,REP,Wilton Simpson
AGR,2022,MAD,DEM,Naomi Blemur
AGR,2022,MAD,REP,Wilton Simpson
AGR,2022,MAN,DEM,Naomi Blemur
AGR,2022,MAN,REP,Wilton Simpson
AGR,2022,MON,DEM,Naomi Blemur
AGR,2022,MON,REP,Wilton Simpson
AGR,2022,MRN,DEM,Naomi Blemur
AGR,2022,MRN,REP,Wilton Simpson
AGR,2022,MRT,DEM,Naomi Blemur
AGR,2022,MRT,REP,Wilton Simpson
AGR,2022,NAS,DEM,Naomi Blemur
AGR,2022,NAS,REP,Wilton Simpson
AGR,2022,OKA,DEM,Naomi Blemur
AGR,2022,OKA,REP,Wilton Simpson
AGR,2022,OKE,DEM,Naomi Blemur
AGR,2022,OKE,REP,Wilton Simpson
AGR,2022,ORA,DEM,Naomi Blemur
AGR,2022,ORA,REP,Wilton Simpson
AGR,2022,OSC,DEM,Naomi Blemur
AGR,2022,OSC,REP,Wilton Simpson
AGR,2022,PAL,DEM,Naomi Blemur
AGR,2022,PAL,REP,Wilton Simpson
AGR,2022,PAS,DEM,Naomi Blemur
AGR,2022,PAS,REP,Wilton Simpson
AGR,2022,PIN,DEM,Naomi Blemur
AGR,2022,PIN,REP,Wilton Simpson
AGR,2022,POL,DEM,Naomi Blemur
AGR,2022,POL,REP,Wilton Simpson
AGR,2022,PUT,DEM,Naomi Blemur
AGR,2022,PUT,REP,Wilton Simpson
AGR,2022,SAN,DEM,Naomi Blemur
AGR,2022,SAN,REP,Wilton Simpson
AGR,2022,SAR,DEM,Naomi Blemur
AGR,2022,SAR,REP,Wilton Simpson
AGR,2022,SEM,DEM,Naomi Blemur
AGR,2022,SEM,REP,Wilton Simpson
AGR,2022,STJ,DEM,Naomi Blemur
AGR,2022,STJ,REP,Wilton Simpson
AGR,2022,STL,DEM,Naomi Blemur
AGR,2022,STL,REP,Wilton Simpson
AGR,2022,SUM,DEM,Naomi Blemur
AGR,2022,SUM,REP,Wilton Simpson
AGR,2022,SUW,DEM,Naomi Blemur
AGR,2022,SUW,REP,Wilton Simpson
AGR,2022,TAY,DEM,Naomi Blemur
AGR,2022,TAY,REP,Wilton Simpson
AGR,2022,UNI,DEM,Naomi Blemur
AGR,2022,UNI,REP,Wilton Simpson
AGR,2022,VOL,DEM,Naomi Blemur
AGR,2022,VOL,REP,Wilton Simpson
AGR,2022,WAK,DEM,Naomi Blemur
AGR,2022,WAK,REP,Wilton Simpson
AGR,2022,WAL,DEM,Naomi Blemur
AGR,2022,WAL,REP,Wilton Simpson
AGR,2022,WAS,DEM,Naomi Blemur
AGR,2022,WAS,REP,Wilton Simpson
ATG,2010,ALA,DEM,Dan Gelber
ATG,2010,ALA,REP,Pam Bondi
ATG,2010,BAK,DEM,Dan Gelber
ATG,2010,BAK,REP,Pam Bondi
ATG,2010,BAY,DEM,Dan Gelber
ATG,2010,BAY,REP,Pam Bondi
ATG,2010,BRA,DEM,Dan Gelber
ATG,2010,BRA,REP,Pam Bondi
ATG,2010,BRE,DEM,Dan Gelber
ATG,2010,BRE,REP,Pam Bondi
ATG,2010,BRO,DEM,Dan Gelber
ATG,2010,BRO,REP,Pam Bondi
ATG,2010,CAL,DEM,Dan Gelber
ATG,2010,CAL,REP,Pam Bondi
ATG,2010,CHA,DEM,Dan Gelber
ATG,2010,CHA,REP,Pam Bondi
ATG,2010,CIT,DEM,Dan Gelber
ATG,2010,CIT,REP,Pam Bondi
ATG,2010,CLA,DEM,Dan Gelber
ATG,2010,CLA,REP,Pam Bondi
ATG,2010,CLL,DEM,Dan Gelber
ATG,2010,CLL,REP,Pam Bondi
ATG,2010,CLM,DEM,Dan Gelber
ATG,2010,CLM,REP,Pam Bondi
ATG,2010,DAD,DEM,Dan Gelber
ATG,2010,DAD,REP,Pam Bondi
ATG,2010,DES,DEM,Dan Gelber
ATG,2010,DES,REP,Pam Bondi
ATG,2010,DIX,DEM,Dan Gelber
ATG,2010,DIX,REP,Pam Bondi
ATG,2010,DUV,DEM,Dan Gelber
ATG,2010,DUV,REP,Pam Bondi
ATG,2010,ESC,DEM,Dan Gelber
ATG,2010,ESC,REP,Pam Bondi
ATG,2010,FLA,DEM,Dan Gelber
ATG,2010,FLA,REP,Pam Bondi
ATG,2010,FRA,DEM,Dan Gelber
ATG,2010,FRA,REP,Pam Bondi
ATG,2010,GAD,DEM,Dan Gelber
ATG,2010,GAD,REP,Pam Bondi
ATG,2010,GIL,DEM,Dan Gelber
ATG,2010,GIL,REP,Pam Bondi
ATG,2010,GLA,DEM,Dan Gelber
ATG,2010,GLA,REP,Pam Bondi
ATG,2010,GUL,DEM,Dan Gelber
ATG,2010,GUL,REP,Pam Bondi
ATG,2010,HAM,DEM,Dan Gelber
ATG,2010,HAM,REP,Pam Bondi
ATG,2010,HAR,DEM,Dan Gelber
ATG,2010,HAR,REP,Pam Bondi
ATG,2010,HEN,DEM,Dan Gelber
ATG,2010,HEN,REP,Pam Bondi
ATG,2010,HER,DEM,Dan Gelber
ATG,2010,HER,REP,Pam Bondi
ATG,2010,HIG,DEM,Dan Gelber
ATG,2010,HIG,REP,Pam Bondi
ATG,2010,HIL,DEM,Dan Gelber
ATG,2010,HIL,REP,Pam Bondi
ATG,2010,HOL,DEM,Dan Gelber
ATG,2010,HOL,REP,Pam Bondi
ATG,2010,IND,DEM,Dan Gelber
ATG,2010,IND,REP,Pam Bondi
ATG,2010,JAC,DEM,Dan Gelber
ATG,2010,JAC,REP,Pam Bondi
ATG,2010,JEF,DEM,Dan Gelber
ATG,2010,JEF,REP,Pam Bondi
