year,county,president_dem,president_rep,president_total,governor_dem,governor_rep,governor_total,us_senate_dem,us_senate_rep,us_senate_total,attorney_general_dem,attorney_general_rep,attorney_general_total,cfo_dem,cfo_rep,cfo_total,agriculture_commissioner_dem,agriculture_commissioner_rep,agriculture_commissioner_total,us_house_dem,us_house_rep,us_house_total,state_senate_dem,state_senate_rep,state_senate_total,state_house_dem,state_house_rep,state_house_total
2022,Pinellas,0,0,0,189563,231284,423494,192058,223747,422047,181179,237207,418386,186915,227876,414791,179627,234907,414534,202844,210021,419048,183719,230560,414279,154117,172023,326140
2022,Polk,0,0,0,80172,148254,230017,82261,144548,229498,76618,150607,227225,80060,145102,225162,79457,145892,225349,26078,148935,216992,77708,147431,225139,0,0,0
2022,Putnam,0,0,0,6196,20217,26593,6450,19812,26540,5964,20389,26353,6369,19735,26104,6365,19845,26210,0,20321,24960,0,0,0,0,0,0
2022,Santa Rosa,0,0,0,15096,60091,75698,15554,59111,75570,14867,60230,75097,15227,59386,74613,15231,59108,74339,19111,55359,74470,15345,59537,74882,4324,62927,67430
2022,Sarasota,0,0,0,84614,133354,218897,86618,129865,218416,80853,135762,216615,82846,130984,213830,83493,130239,213732,83939,131368,216609,0,0,0,40271,51795,92066
2022,Seminole,0,0,0,79664,102191,183201,83285,97761,183028,76192,104330,180522,78391,100090,178481,79234,99283,178517,82258,98276,180544,79971,100417,180388,80823,99043,179866
2022,St. Johns,0,0,0,42873,101066,144654,44371,98564,144371,41611,101281,142892,42218,99544,141762,42943,98247,141190,0,14856,19279,0,0,0,12355,17872,30227
2022,St. Lucie,0,0,0,49009,72354,121993,50851,69924,121824,48257,72532,120789,49572,69913,119485,49540,69947,119487,47960,72888,120848,0,0,0,48767,71276,120043
2022,Sumter,0,0,0,23718,65496,89464,25010,63806,89317,21814,66690,88504,23472,64047,87519,23052,64379,87431,22297,64656,88367,0,64328,83206,23743,63417,87160
2022,Suwannee,0,0,0,2650,13649,16367,3018,13125,16306,2598,13677,16275,2838,13342,16180,2754,13460,16214,2796,13272,16247,2953,13236,16189,0,0,0
2022,Taylor,0,0,0,1276,6308,7622,1495,6063,7617,1238,6353,7591,1354,6190,7544,1318,6201,7519,1439,6155,7594,1515,6041,7556,0,0,0
2022,Union,0,0,0,544,3995,4558,580,3917,4539,528,3987,4515,601,3894,4495,566,3923,4489,562,3921,4529,0,0,0,0,0,0
2022,Volusia,0,0,0,79965,144768,226246,84543,139085,225862,75668,147726,223394,80568,140870,221438,80266,140965,221231,43821,143953,215885,68742,114238,182980,51717,127782,179508
2022,Wakulla,0,0,0,3920,11033,15063,4343,10485,14998,3676,11236,14912,3809,11051,14860,3971,10869,14840,4258,10720,14978,4197,10572,14769,0,0,0
2022,Walton,0,0,0,6112,28647,34901,6326,28203,34817,5992,28663,34655,5931,28572,34503,6267,28024,34291,7167,27281,34448,6409,28060,34469,0,0,0
2022,Washington,0,0,0,1285,7786,9126,1345,7641,9095,1270,7808,9078,1255,7815,9070,1362,7679,9041,1411,7675,9086,1342,7693,9035,0,0,0
